street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,JoinID,Name
BENSON AVE,BENSON AVE,NA,1731,1747,1730,1748,1056,1056,G00002153,BENSON AVE
CLARKSON AVE,CLARKSON AVE,NA,NA,NA,NA,NA,954,953,G00002154,CLARKSON AVE
E 94,E 94,NA,1423,1491,1430,1498,988,988,G00002155,E 94
SMITH,SMITH,NA,93,111,90,108,24,26,G00002156,SMITH
MYRTLE AVE,MYRTLE AVE,NA,699,713,706,722,478,485,G00002157,MYRTLE AVE
EASTERN PKWY,EAST PKWY,NA,NA,NA,1462,1500,665,665,G00002158,EAST PKWY
UTICA AVE,UTICA AVE,NA,689,735,690,736,952,951,G00002159,UTICA AVE
4 AVE,4 AVE,NA,NA,NA,5102,5124,149,149,G00002160,4 AVE
GLENWOOD RD,GLENWOOD RD,NA,4301,4321,4300,4322,996,996,G00002161,GLENWOOD RD
DEAN,DEAN,NA,1495,1575,1494,1568,628,628,G00002162,DEAN
5 AVE,5 AVE,NA,NA,NA,776,780,NA,129,G00002163,5 AVE
OCEAN VIEW AVE,OCEANVIEW AVE,NA,NA,NA,NA,NA,1035,1035,G00002164,OCEANVIEW AVE
FLATLANDS AVE,FLATLAND AVE,NA,NA,NA,NA,NA,985,985,G00002165,FLATLAND AVE
PIONEER,PIONEER,NA,81,137,80,136,243,245,G00002166,PIONEER
ESPLANADE,ESPLANADE,NA,NA,NA,NA,NA,1034,1034,G00002167,ESPLANADE
BANNER 3 RD,BANNER 3 RD,NA,NA,NA,NA,NA,1039,1039,G00002168,BANNER 3 RD
GREENE AVE,GREENE AVE,NA,41,59,32,52,469,472,G00002169,GREENE AVE
E 42,E 42,NA,839,871,856,872,996,996,G00002170,E 42
50,50,NA,1501,1579,1500,1578,1409,1062,G00002171,50
LIBERTY AVE,LIBERTY AVE,NA,487,497,488,506,764,781,G00002172,LIBERTY AVE
WORTMAN AVE,WORTMAN AVE,NA,351,373,352,374,984,984,G00002173,WORTMAN AVE
85,85,NA,501,585,NA,NA,1085,1085,G00002174,85
THROOP AVE,THROOP AVE,NA,383,395,408,420,587,583,G00002175,THROOP AVE
SENECA AVE,SENECA AVE,NA,NA,NA,NA,NA,416,416,G00002176,SENECA AVE
SCHOLES,SCHOLES,NA,NA,NA,NA,NA,416,416,G00002177,SCHOLES
UTICA AVE,UTICA AVE,NA,279,297,280,298,666,667,G00002178,UTICA AVE
ESSEX,ESSEX,NA,403,453,404,454,777,778,G00002179,ESSEX
HEGEMAN AVE,HEGEMAN AVE,NA,489,513,492,514,803,986,G00002180,HEGEMAN AVE
21 AVE,21 AVE,BAY 27,NA,NA,NA,NA,1058,1058,G00002181,21 AVE
79,79,NA,NA,NA,NA,NA,1050,1050,G00002182,79
HOYT,HOYT,NA,91,107,90,108,27,24,G00002183,HOYT
FILLMORE AVE,FILLMORE AVE,NA,5301,5323,5300,5324,1001,1001,G00002184,FILLMORE AVE
HEGEMAN AVE,HEGEMAN AVE,NA,423,445,424,444,803,986,G00002185,HEGEMAN AVE
16 AVE,16 AVE,NA,NA,NA,7902,7924,1074,1074,G00002186,16 AVE
FANCHON PL,FANCHON PL,NA,1,20,NA,NA,763,762,G00002187,FANCHON PL
PARK AVE,PARK AVE,NA,571,653,562,650,481,482,G00002188,PARK AVE
TILDEN AVE,TILDEN AVE,NA,2509,2533,2516,2542,1016,1015,G00002189,TILDEN AVE
MILLER AVE,MILLER AVE,NA,57,73,58,74,767,761,G00002190,MILLER AVE
BUTLER PL,BUTLER PL,NA,1,31,2,44,192,192,G00002191,BUTLER PL
E 29,E 29,NA,1487,1595,1496,1588,1001,1001,G00002192,E 29
COURT,COURT,NA,155,167,144,156,14,58,G00002193,COURT
FARRAGUT RD,FARRAGUT RD,NA,NA,NA,NA,NA,997,997,G00002194,FARRAGUT RD
MALCOLM X BLVD,REID AVE,NA,161,177,166,182,686,598,G00002195,REID AVE
81,81,NA,NA,NA,NA,NA,1031,1050,G00002196,81
MANHATTAN AVE,MANHATTAN AVE,NA,215,227,222,236,313,318,G00002197,MANHATTAN AVE
61,61,NA,1701,1779,1700,1780,1058,1058,G00002198,61
L AVE,L AVE,NA,4601,4621,4600,4622,1000,1000,G00002199,L AVE
42,42,NA,1301,1373,1300,1374,1063,1063,G00002200,42
3 AVE,3 AVE,NA,591,601,592,602,524,524,G00002201,3 AVE
NEW LOTS AVE,NEW LOTS AVE,NA,249,263,248,256,803,803,G00002202,NEW LOTS AVE
3 AVE,3 AVE,NA,7601,7623,7600,7624,1413,1413,G00002203,3 AVE
BAY,BAY,NA,123,153,124,154,248,248,G00002204,BAY
E 80,E 80,NA,NA,NA,NA,NA,989,989,G00002205,E 80
TOMPKINS AVE,TOMPKINS AVE,NA,171,185,162,182,492,493,G00002206,TOMPKINS AVE
TILDEN AVE,TILDEN AVE,NA,3001,3021,3000,3018,993,1404,G00002207,TILDEN AVE
W 6,W 6,NA,2301,2305,NA,NA,1038,1038,G00002208,W 6
RYDER,RYDER,NA,2001,2073,2000,2074,1001,1001,G00002209,RYDER
HARWAY AVE,HARWAY AVE,NA,2631,2645,NA,NA,1049,1049,G00002210,HARWAY AVE
GRAHAM AVE,GRAHAM AVE,NA,63,83,80,96,349,352,G00002211,GRAHAM AVE
K AVE,K AVE,NA,2701,2723,2700,2724,1008,1008,G00002212,K AVE
UTICA AVE,UTICA AVE,NA,867,939,868,940,991,991,G00002213,UTICA AVE
3 AVE,3 AVE,NA,515,527,520,536,526,527,G00002214,3 AVE
QUENTIN RD,Q AVE,NA,169,191,170,192,1031,1031,G00002215,Q AVE
16 AVE,16 AVE,NA,NA,NA,7302,7326,1412,1412,G00002216,16 AVE
WINTHROP,WINTHROP AVE,NA,NA,NA,NA,NA,954,954,G00002217,WINTHROP AVE
WARWICK,WARWICK,NA,NA,NA,NA,NA,770,769,G00002218,WARWICK
E 15,E 15,NA,901,985,920,984,1406,1406,G00002219,E 15
GATES AVE,GATES AVE,NA,129,145,118,136,107,107,G00002220,GATES AVE
L AVE,L AVE,NA,1803,1817,1804,1818,1008,1009,G00002221,L AVE
FT HAMILTON PKWY,FORT HAMILTON AVE,NA,6401,6423,6400,6424,1068,1087,G00002222,FORT HAMILTON AVE
E 34,E 34,NA,1167,1251,1168,1254,1008,1008,G00002223,E 34
J AVE,J AVE,NA,9701,9721,9700,9722,988,988,G00002224,J AVE
ROGERS AVE,ROGERS AVE,NA,559,565,560,578,933,933,G00002225,ROGERS AVE
10 AVE,10 AVE,NA,7701,7723,7700,7724,1071,1071,G00002226,10 AVE
SMITH,SMITH,NA,37,55,34,52,21,21,G00002227,SMITH
SHORE BLVD,SHORE BLVD,NA,NA,NA,1300,1340,1034,1034,G00002228,SHORE BLVD
WOODBINE,WOODBINE,NA,47,95,48,96,889,891,G00002229,WOODBINE
HENRY,HENRY,NA,73,91,70,88,3,3,G00002230,HENRY
E 45,E 45,NA,795,885,794,886,995,995,G00002231,E 45
E 87,E 87,NA,601,677,600,678,990,990,G00002232,E 87
BATCHELDER,BATCHELDER,NA,NA,NA,NA,NA,1005,1005,G00002233,BATCHELDER
38,38,NA,1001,1097,1000,1096,1091,1091,G00002234,38
PULASKI,PULASKI,NA,283,353,284,356,515,515,G00002235,PULASKI
VERMONT,VERMONT,NA,213,259,214,258,758,758,G00002236,VERMONT
FRIEL PL,FRIEL PL,NA,813,829,802,826,926,926,G00002237,FRIEL PL
HIGHLAND BLVD,HIGHLAND BLVD,NA,NA,NA,NA,NA,913,763,G00002238,HIGHLAND BLVD
HAMPTON PL,HAMPTON PL,NA,29,49,28,50,661,661,G00002239,HAMPTON PL
39,39,NA,NA,NA,NA,NA,1064,1064,G00002240,39
86,86,NA,NA,NA,NA,NA,1049,1049,G00002241,86
CARLTON AVE,CARLTON AVE,NA,201,269,200,272,468,468,G00002242,CARLTON AVE
E 34,E 34,NA,497,535,498,534,992,992,G00002243,E 34
BROADWAY,BROADWAY,NA,1211,1217,1218,1222,823,683,G00002244,BROADWAY
OCEAN CT,OCEAN CT,NA,65,89,66,90,1037,1037,G00002245,OCEAN CT
59,59,NA,701,773,700,774,1094,1094,G00002246,59
MARCUS GARVEY BLVD,SUMNER AVE,NA,295,311,290,306,592,591,G00002247,SUMNER AVE
VERMONT,VERMONT,NA,261,307,260,308,758,758,G00002248,VERMONT
CLARKSON AVE,CLARKSON AVE,NA,NA,NA,NA,NA,950,952,G00002249,CLARKSON AVE
GREENE AVE,GREENE AVE,NA,1319,1375,1354,1396,858,858,G00002250,GREENE AVE
3 AVE,3 AVE,NA,9601,9611,9600,9612,1081,1081,G00002251,3 AVE
PROSPECT AVE,PROSPECT AVE,NA,327,347,326,344,554,552,G00002252,PROSPECT AVE
2,2,NA,363,417,370,426,536,537,G00002253,2
RALPH AVE,RALPH AVE,NA,941,957,960,968,990,990,G00002254,RALPH AVE
BRIDGE,BRIDGE,NA,375,419,374,416,227,40,G00002255,BRIDGE
SEAVIEW AVE,SEA VIEW AVE,NA,NA,NA,NA,NA,988,988,G00002256,SEA VIEW AVE
DREW,DREW,NA,447,473,448,474,976,976,G00002257,DREW
FARRAGUT RD,FARRAGUT RD,NA,NA,NA,NA,NA,995,995,G00002258,FARRAGUT RD
FLATBUSH AVE,FLATBUSH AVE,NA,661,683,660,688,930,931,G00002259,FLATBUSH AVE
SHORE RD,SHORE RD,NA,9201,9261,NA,NA,1082,1082,G00002260,SHORE RD
KINGS HWY,KINGSHIGWY,NA,1601,1615,1608,1622,1007,1007,G00002261,KINGSHIGWY
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,637,657,636,656,883,884,G00002262,KNICKERBOCKER AVE
BERRIMAN,BERRIMAN,NA,231,273,232,278,979,784,G00002263,BERRIMAN
BAY PKWY,22 AVE,NA,6101,6111,NA,NA,1030,1058,G00002264,22 AVE
PAULDING,PAULDING,NA,NA,NA,NA,NA,428,428,G00002265,PAULDING
SURF AVE,SURF AVE,NA,1300,1400,1301,1399,1041,1047,G00002266,SURF AVE
58,58,NA,1601,1693,1600,1694,1060,1059,G00002267,58
50,50,NA,1701,1721,1700,1720,1061,1061,G00002268,50
9 AVE,9 AVE,NA,4301,4323,4300,4324,1090,138,G00002269,9 AVE
ARLINGTON AVE,ARLINGTON AVE,NA,331,361,336,362,772,775,G00002270,ARLINGTON AVE
DEBEVOISE,DEBEVOISE,NA,1,19,2,20,359,359,G00002271,DEBEVOISE
SHEFFIELD AVE,SHEFFIELD AVE,NA,177,221,178,214,756,756,G00002272,SHEFFIELD AVE
BROADWAY,BROADWAY,NA,1289,1311,1306,1316,825,689,G00002273,BROADWAY
ELMWOOD AVE,ELMWOOD AVE,NA,NA,NA,NA,NA,1029,1029,G00002274,ELMWOOD AVE
62,62,NA,2001,2089,2000,2090,1058,1058,G00002275,62
J AVE,J AVE,NA,2801,2821,2800,2822,1008,1008,G00002276,J AVE
WORTMAN AVE,WORTMAN AVE,NA,NA,NA,NA,NA,982,982,G00002277,WORTMAN AVE
MANHATTAN AVE,MANHATTAN AVE,NA,197,213,204,220,313,318,G00002278,MANHATTAN AVE
BAY RIDGE PKWY,BAY RIDGE PKWY,75,101,157,100,158,1100,1099,G00002279,BAY RIDGE PKWY
LEGION,LEGION,NA,181,235,178,236,959,959,G00002280,LEGION
CARROLL BR,CARROLL BRG,NA,NA,NA,NA,NA,NA,NA,G00002281,CARROLL BRG
NEW YORK AVE,NEW YORK AVE,NA,227,247,232,256,660,659,G00002282,NEW YORK AVE
HUMBOLDT,HUMBOLDT,NA,579,597,602,620,403,402,G00002283,HUMBOLDT
8 AVE,8 AVE,NA,4001,4023,4000,4024,138,138,G00002284,8 AVE
CLARKSON AVE,CLARKSON AVE,NA,NA,NA,NA,NA,956,957,G00002285,CLARKSON AVE
FORREST,FORREST,NA,1,31,2,30,816,816,G00002286,FORREST
WEST DR,WEST DR,NA,NA,NA,NA,NA,NA,NA,G00002287,WEST DR
BAY PKWY,22 AVE,NA,NA,NA,8502,8512,1051,1052,G00002288,22 AVE
ORIENTAL BLVD,ORIENTAL,NA,NA,NA,702,798,1034,1034,G00002289,ORIENTAL
RYDER,RYDER,NA,NA,NA,NA,NA,1001,1001,G00002290,RYDER
W 32,W 32,NA,2901,2971,2900,2972,1045,1045,G00002291,W 32
N AVE,N AVE,NA,801,821,800,822,1030,1030,G00002292,N AVE
5 AVE,5 AVE,NA,279,297,286,304,536,536,G00002293,5 AVE
E 15,E 15,NA,1901,1985,1900,1982,1006,1006,G00002294,E 15
DE KALB AVE,DE KALB AVE,NA,NA,NA,NA,NA,830,829,G00002295,DE KALB AVE
CLINTON,CLINTON,NA,87,107,98,122,12,7,G00002296,CLINTON
PROSPECT W PARK,W PROSPECT,NA,NA,NA,170,177,NA,572,G00002297,W PROSPECT
FULTON,FULTON,NA,3285,3307,3286,3314,969,972,G00002298,FULTON
Y AVE,Y AVE,NA,NA,NA,NA,NA,1004,1004,G00002299,Y AVE
W AVE,W AVE,NA,1701,1723,1700,1724,1407,1407,G00002300,W AVE
STUYVESANT AVE,STUYVESANT AVE,NA,75,89,78,92,520,519,G00002301,STUYVESANT AVE
E 35,E 35,NA,NA,NA,1114,1184,1008,1008,G00002302,E 35
HIGHLAWN AVE,HIGHLAWN AVE,NA,241,267,242,268,1031,1031,G00002303,HIGHLAWN AVE
HIGHLAND BLVD,HIGHLAND BLVD,NA,NA,NA,84,106,763,763,G00002304,HIGHLAND BLVD
E 43,E 43,NA,107,175,108,176,945,945,G00002305,E 43
MACON,MACON,NA,831,899,832,898,698,698,G00002306,MACON
LINDEN,LINDEN,NA,159,199,158,192,886,886,G00002307,LINDEN
ORIENTAL BLVD,ORIENTAL,NA,NA,NA,902,998,1034,1034,G00002308,ORIENTAL
BRIGHTON 3 CT,BRIGHTON 3 CT,NA,NA,NA,NA,NA,1035,1035,G00002309,BRIGHTON 3 CT
CARROLL,CARROLL,NA,NA,NA,NA,NA,216,216,G00002310,CARROLL
E 48,E 48,NA,NA,NA,NA,NA,999,999,G00002311,E 48
WILLOUGHBY AVE,WILLOUGHBY AVE,NA,373,391,374,392,485,486,G00002312,WILLOUGHBY AVE
J AVE,J AVE,NA,10201,10221,10200,10222,988,988,G00002313,J AVE
CHURCH AVE,CHURCH AVE,NA,733,743,732,742,926,1021,G00002314,CHURCH AVE
FLATLANDS AVE,FLATLAND AVE,NA,NA,NA,NA,NA,982,982,G00002315,FLATLAND AVE
SHORE RD,SHORE RD,NA,9413,9437,NA,NA,1082,1082,G00002316,SHORE RD
NORMAN AVE,NORMAN,NA,59,75,54,70,380,386,G00002317,NORMAN
CORTELYOU RD,CORTELYOU RD,NA,NA,NA,NA,NA,992,992,G00002318,CORTELYOU RD
W 4,W 4,NA,1901,1995,1900,1996,1031,1031,G00002319,W 4
10 AVE,10 AVE,NA,4401,4423,4400,4424,1090,1090,G00002320,10 AVE
GATES AVE,GATES AVE,NA,NA,NA,NA,NA,NA,NA,G00002321,GATES AVE
PROSPECT PL,PROSPECT PL,NA,1379,1467,1384,1466,647,647,G00002322,PROSPECT PL
19,19,NA,643,657,638,650,920,919,G00002323,19
20,20,NA,493,557,NA,NA,576,NA,G00002324,20
HUMBOLDT,HUMBOLDT,NA,309,323,314,324,314,316,G00002325,HUMBOLDT
CORTELYOU RD,CORTELYOU RD,NA,2207,2225,2208,2226,1015,1015,G00002326,CORTELYOU RD
FLATBUSH AVE,FLATBUSH AVE,NA,399,413,NA,NA,191,191,G00002327,FLATBUSH AVE
ORIENTAL BLVD,ORIENTAL,NA,NA,NA,1502,1598,1034,1034,G00002328,ORIENTAL
E 53,E 53,NA,NA,NA,NA,NA,1001,1001,G00002329,E 53
BEDFORD AVE,BEDFORD AVE,NA,167,183,164,180,288,288,G00002330,BEDFORD AVE
GREENE AVE,GREENE AVE,NA,665,725,666,724,587,587,G00002331,GREENE AVE
WASHINGTON AVE,WASHINGTON AVE,NA,NA,NA,NA,NA,195,195,G00002332,WASHINGTON AVE
BROOME,BROOME,NA,NA,NA,NA,NA,1005,1005,G00002333,BROOME
20 AVE,20 AVE,BAY 24,7101,7123,7100,7124,1057,1057,G00002334,20 AVE
EASTERN PKWY,EAST PKWY,NA,NA,NA,1932,1950,721,721,G00002335,EAST PKWY
99,99,NA,101,171,100,168,1081,1081,G00002336,99
P AVE,P AVE,NA,1901,1919,1900,1920,1007,1007,G00002337,P AVE
CANARSIE RD,CANARSIE RD,NA,NA,NA,NA,NA,988,988,G00002338,CANARSIE RD
7 AVE,7 AVE,NA,249,267,254,270,562,562,G00002339,7 AVE
FLUSHING AVE,FLUSHING AVE,NA,967,977,938,944,424,838,G00002340,FLUSHING AVE
BARBEY,BARBEY,NA,983,1041,984,1042,984,984,G00002341,BARBEY
LINCOLN AVE,LINCOLN AVE,NA,15,97,34,94,967,967,G00002342,LINCOLN AVE
STANLEY AVE,STANLEY AVE,NA,49,71,50,72,986,986,G00002343,STANLEY AVE
4 AVE,4 AVE,NA,NA,NA,104,124,173,207,G00002344,4 AVE
GLENWOOD RD,G AVE,G AVE,NA,NA,NA,NA,987,987,G00002345,G AVE
DEAN,DEAN,NA,2387,2441,2388,2442,643,643,G00002346,DEAN
HURON,HURON,NA,231,271,228,272,375,375,G00002347,HURON
11 AVE,11 AVE,NA,6401,6423,6400,6424,1068,1068,G00002348,11 AVE
10 AVE,10 AVE,NA,6301,6311,6300,6324,1068,1068,G00002349,10 AVE
SHERIDAN AVE,SHERIDAN AVE,NA,NA,NA,NA,NA,970,971,G00002350,SHERIDAN AVE
WEBSTER AVE,WEBSTER AVE,NA,NA,NA,NA,NA,1026,1026,G00002351,WEBSTER AVE
CENTRAL AVE,CENTRAL AVE,NA,57,65,60,70,837,838,G00002352,CENTRAL AVE
AMHERST,AMHERST,NA,101,199,100,198,1034,1034,G00002353,AMHERST
86,86,NA,NA,NA,NA,NA,1050,1050,G00002354,86
NOSTRAND AVE,NOSTRAND AVE,NA,NA,NA,1398,1420,936,935,G00002355,NOSTRAND AVE
HAVEMEYER,HAVEMEYER,NA,65,79,50,70,296,293,G00002356,HAVEMEYER
DOWNING,DOWNING,NA,27,93,28,90,103,103,G00002357,DOWNING
Y AVE,Y AVE,NA,2401,2413,2400,2414,1004,1004,G00002358,Y AVE
BROADWAY,BROADWAY,NA,1863,1867,1858,1874,917,717,G00002359,BROADWAY
WINDSOR PL,WINDSOR PL,NA,65,129,60,128,573,574,G00002360,WINDSOR PL
ORIENTAL BLVD,ORIENTAL,NA,501,599,500,598,1034,1034,G00002361,ORIENTAL
SHORE BLVD,SHORE BLVD,NA,NA,NA,200,240,1034,1034,G00002362,SHORE BLVD
6 AVE,6 AVE,NA,117,133,116,126,176,174,G00002363,6 AVE
FULTON,FULTON,NA,641,671,580,602,235,234,G00002364,FULTON
E 48,E 48,NA,NA,NA,NA,NA,995,995,G00002365,E 48
DEAN,DEAN,NA,145,199,136,190,29,29,G00002366,DEAN
HERKIMER,HERKIMER,NA,1177,1203,1182,1204,711,711,G00002367,HERKIMER
E 85,E 85,NA,901,985,900,986,990,990,G00002368,E 85
FOUNTAIN AVE,FOUNTAIN AVE,NA,115,157,120,156,975,974,G00002369,FOUNTAIN AVE
WILLIAMS AVE,WILLIAMS AVE,NA,361,411,360,416,805,805,G00002370,WILLIAMS AVE
SPENCER PL,SPENCER PL,NA,1,33,2,36,114,114,G00002371,SPENCER PL
KEAP,KEAP,NA,461,499,452,484,307,308,G00002372,KEAP
18 AVE,18 AVE,NA,8601,8683,8600,8682,1055,1056,G00002373,18 AVE
HOPKINS,HOPKINS,NA,73,133,76,142,502,501,G00002374,HOPKINS
UNION,UNION,NA,123,163,110,154,72,70,G00002375,UNION
SNYDER AVE,SNYDER AVE,NA,5601,5615,5600,5614,990,990,G00002376,SNYDER AVE
GEORGIA AVE,GEORGIA AVE,NA,639,705,644,710,803,803,G00002377,GEORGIA AVE
BLAKE AVE,BLAKE AVE,NA,75,97,76,98,726,959,G00002378,BLAKE AVE
GREENPOINT AVE,GREENPOINT AVE,NA,NA,NA,NA,NA,376,376,G00002379,GREENPOINT AVE
E 19,E 19,NA,NA,NA,NA,NA,1407,1407,G00002380,E 19
FULTON,FULTON,NA,NA,NA,644,662,237,237,G00002381,FULTON
14 AVE,14 AVE,NA,NA,NA,7602,7622,1074,1072,G00002382,14 AVE
PROSPECT W PARK,W PROSPECT,NA,NA,NA,18,27,NA,569,G00002383,W PROSPECT
45,45,NA,1101,1185,1100,1184,1410,1410,G00002384,45
REEVE PL,REEVE PL,NA,1,29,2,26,920,920,G00002385,REEVE PL
DAHILL RD,WEST,WEST,1305,1319,NA,NA,1030,1030,G00002386,WEST
63,63,NA,1813,1869,1826,1882,1058,1058,G00002387,63
E 24,MANSFIELD PL,NA,1527,1569,1520,1578,1007,1007,G00002388,MANSFIELD PL
SUMPTER,SUMPTER,NA,219,275,202,258,714,714,G00002389,SUMPTER
D AVE,D AVE,NA,2601,2623,2600,2620,1012,1012,G00002390,D AVE
11 AVE,11 AVE,NA,NA,NA,1604,1624,573,573,G00002391,11 AVE
42,42,NA,NA,NA,NA,NA,141,141,G00002392,42
RICHARDS,RICHARD,NA,95,109,100,116,245,245,G00002393,RICHARD
BURNETT,BURNETT,NA,NA,NA,NA,NA,1001,1001,G00002394,BURNETT
CALYER,CALYER,NA,235,253,224,238,376,377,G00002395,CALYER
ROGERS AVE,ROGERS AVE,NA,407,425,408,428,681,682,G00002396,ROGERS AVE
NEW YORK AVE,NEW YORK AVE,NA,NA,NA,NA,NA,660,659,G00002397,NEW YORK AVE
FLATBUSH AVE,FLATBUSH AVE,NA,1335,1339,NA,NA,1012,1011,G00002398,FLATBUSH AVE
N 5,N 5,NA,1,27,2,24,275,275,G00002399,N 5
FORD,FORD LN,NA,NA,NA,NA,NA,1005,1005,G00002400,FORD LN
T AVE,T AVE,NA,NA,NA,NA,NA,1001,1001,G00002401,T AVE
E 89,E 89,NA,NA,NA,NA,NA,990,990,G00002402,E 89
E 52,E 52,NA,NA,NA,NA,NA,1001,1001,G00002403,E 52
LOCUST AVE,LOCUST AVE,NA,NA,NA,NA,NA,1009,1009,G00002404,LOCUST AVE
CROPSEY AVE,CROPSEY AVE,NA,1731,1751,1724,1746,1056,1056,G00002405,CROPSEY AVE
OCEAN AVE,OCEAN AVE,NA,735,781,728,770,1018,1018,G00002406,OCEAN AVE
CHURCH AVE,CHURCH AVE,NA,4601,4623,4600,4624,951,991,G00002407,CHURCH AVE
E 84,E 84,NA,601,671,600,672,990,990,G00002408,E 84
LAFAYETTE AVE,LAFAYETTE AVE,NA,251,271,238,258,99,99,G00002409,LAFAYETTE AVE
SENATOR,SENATOR,NA,301,347,300,370,1101,1101,G00002410,SENATOR
4 AVE,4 AVE,NA,NA,NA,238,260,534,216,G00002411,4 AVE
FT HAMILTON PKWY,FORT HAMILTON AVE,NA,4701,4721,4700,4724,1067,1089,G00002412,FORT HAMILTON AVE
KENT AVE,KENT AVE,NA,763,773,770,784,87,86,G00002413,KENT AVE
GLENWOOD RD,GLENWOOD RD,NA,5301,5321,5300,5324,995,999,G00002414,GLENWOOD RD
RIDGEWOOD PL,RIDGEWOOD PL,NA,NA,NA,22,24,881,881,G00002415,RIDGEWOOD PL
W AVE,W AVE,NA,2201,2221,2200,2222,1004,1004,G00002416,W AVE
MARINE AVE,MARINE AVE,NA,89,NA,98,NA,1081,1082,G00002417,MARINE AVE
QUENTIN RD,Q AVE,NA,NA,NA,NA,NA,1001,1001,G00002418,Q AVE
WHITE,WHITE,NA,51,67,64,80,422,422,G00002419,WHITE
T AVE,T AVE,NA,3801,3823,3800,3824,1001,1001,G00002420,T AVE
CLARENDON RD,CLARENDON RD,NA,2501,2521,2500,2520,1015,1012,G00002421,CLARENDON RD
JOHNSON AVE,JOHNSON AVE,NA,537,571,566,600,416,416,G00002422,JOHNSON AVE
78,78,NA,501,583,500,590,1086,1086,G00002423,78
10 AVE,10 AVE,NA,7401,7423,7400,7420,1071,1071,G00002424,10 AVE
W 7,W 7,NA,1601,1683,1600,1684,1031,1031,G00002425,W 7
PATCHEN AVE,PATCHEN AVE,NA,39,55,42,56,684,684,G00002426,PATCHEN AVE
STUYVESANT AVE,STUYVESANT AVE,NA,273,289,284,300,617,617,G00002427,STUYVESANT AVE
N 8,N 8,NA,37,81,52,86,277,277,G00002428,N 8
HIGHLAND PL,DRESDEN AVE,NA,NA,NA,NA,NA,973,775,G00002429,DRESDEN AVE
WINTHROP,WINTHROP AVE,NA,NA,NA,NA,NA,956,956,G00002430,WINTHROP AVE
WYTHE AVE,WYTHE AVE,NA,291,311,328,346,261,260,G00002431,WYTHE AVE
BROOKLYN AVE,BROOKLYN AVE,NA,223,245,NA,NA,660,660,G00002432,BROOKLYN AVE
JORALEMON,JORALEMON,NA,19,33,20,32,6,8,G00002433,JORALEMON
LINCOLN PL,LINCOLN PL,NA,643,703,656,698,657,657,G00002434,LINCOLN PL
16 AVE,16 AVE,NA,6901,6925,6900,6926,1408,1408,G00002435,16 AVE
40,40,NA,601,679,600,678,137,137,G00002436,40
BOGART,BOGART,NA,1,9,2,12,424,427,G00002437,BOGART
S 6,S 6,NA,1,17,2,18,269,269,G00002438,S 6
DEAN,DEAN,NA,1197,1265,1194,1266,624,624,G00002439,DEAN
LIVONIA AVE,LIVONIA AVE,NA,415,429,414,430,794,804,G00002440,LIVONIA AVE
PENNSYLVANIA AVE,PENNSYLVAN AVE,NA,NA,NA,NA,NA,806,806,G00002441,PENNSYLVAN AVE
ATLANTIC AVE,ATLANTIC AVE,NA,1975,1989,0,0,710,639,G00002442,ATLANTIC AVE
KENT,KENT,NA,87,159,88,158,384,383,G00002443,KENT
LOMBARDY,LOMBARDY,NA,249,287,250,288,409,409,G00002444,LOMBARDY
SCHENECTADY AVE,SCHNECTADY AVE,NA,NA,NA,NA,NA,949,948,G00002445,SCHNECTADY AVE
JAMAICA AVE,JAMAICA AVE,NA,NA,NA,444,466,768,771,G00002446,JAMAICA AVE
E 12,E 12,NA,NA,NA,NA,NA,1407,1407,G00002447,E 12
RIDGEWOOD AVE,RIDGEWOOD AVE,NA,437,465,440,466,967,970,G00002448,RIDGEWOOD AVE
S 5,S 5,NA,89,127,104,138,269,269,G00002449,S 5
FULTON,FULTON,NA,1449,1501,1438,1490,609,614,G00002450,FULTON
HARRISON AVE,HARRISON AVE,NA,119,133,122,138,451,449,G00002451,HARRISON AVE
CONEY ISLAND AVE,CONEY IS AVE,NA,809,819,824,836,1025,1023,G00002452,CONEY IS AVE
2 AVE,2 AVE,NA,6401,6425,6400,6424,1101,1102,G00002453,2 AVE
V AVE,V AVE,NA,NA,NA,NA,NA,1006,1004,G00002454,V AVE
MANOR CT,MANOR CT,NA,NA,NA,NA,NA,1037,1037,G00002455,MANOR CT
SAINT JOHNS PL,SAINT JOHNS PL,NA,NA,NA,NA,NA,665,665,G00002456,SAINT JOHNS PL
HIGHLAND AVE,HIGHLAND AVE,NA,4301,4397,4300,4398,1044,1044,G00002457,HIGHLAND AVE
I AVE,I AVE,NA,401,421,400,422,1029,1029,G00002458,I AVE
WEST DR,WEST DR,NA,NA,NA,NA,NA,NA,NA,G00002459,WEST DR
STUYVESANT AVE,STUYVESANT AVE,NA,253,271,264,282,617,617,G00002460,STUYVESANT AVE
E 48,E 48,NA,281,337,282,338,951,951,G00002461,E 48
FT HAMILTON PKWY,FORT HAMILTON AVE,NA,5601,5623,5600,5624,1411,1088,G00002462,FORT HAMILTON AVE
BELMONT AVE,BELMONT AVE,NA,997,1015,990,1016,980,980,G00002463,BELMONT AVE
STEWART AVE,STEWART AVE,NA,NA,NA,NA,NA,416,416,G00002464,STEWART AVE
W 5,W 5,NA,2101,2161,2100,2160,1038,1038,G00002465,W 5
