XCoord,YCoord,OBJECTID,BK_STREET1910_FULL_STREE,BK_STREET1910_Y1910NAMESTREET,BK_STREET1910_Y1910LEFT_LOW,BK_STREET1910_Y1910LEFT_HIGH,BK_STREET1910_Y1910RIGHT_LOW,BK_STREET1910_Y1910RIGHT_HIGH,BK_STREET1910_JOINID,BK_STREET1910_Y1910NAMEALT,BK_STREET1910_MINUS_ED_ED,BK_STREET1910_PLUS_ED_ED
1013053.83411255,178361.20763189,16028,DEWITT AVE,VIENNA AVE,NULL,NULL,NULL,NULL,G00032789,NULL,986,986
975919.50188531,167358.21487414,16029,3 AVE,NULL,8101,8223,8202,8224,G00032790,NULL,1084,1084
987931.43947556,158042.59242931,16030,83 ST,NULL,2401,2457,2402,2454,G00032791,NULL,1050,1050
990739.37168776,190573.55148143,16031,DE KALB AVE,NULL,NULL,NULL,127,136,G00032792,NULL,466,236
1003698.97470552,166892.58588414,16032,FLATLAND AVE,NULL,NULL,NULL,NULL,NULL,G00032793,NULL,999,1000
994887.31286693,196459.94702489,16033,WILSON ST,NULL,125,175,128,180,G00032794,NULL,435,435
989105.36921430,173459.73285481,16034,LOUISA ST,NULL,NULL,NULL,NULL,NULL,G00032796,NULL,924,924
989834.27835359,156505.00856223,16035,AVE U,NULL,NULL,NULL,NULL,NULL,G00032797,NULL,1038,1038
1003881.55783772,181455.46965202,16036,FORD LN,NULL,NULL,NULL,NULL,NULL,G00032800,NULL,680,680
992784.15122680,174872.89275815,16037,STRATFORD RD,NULL,79,81,82,84,G00032802,NULL,1019,1019
983184.77262376,170887.07100540,16038,56 ST,NULL,901,975,902,978,G00032803,NULL,1088,1088
995210.11881580,205621.49333432,16039,JAVA ST,NULL,1,45,2,48,G00032806,NULL,360,360
1003588.14651510,166591.61535747,16040,SCHNECTADY AVE,NULL,NULL,NULL,NULL,NULL,G00032807,NULL,1000,1000
991806.02428245,153931.41953062,16041,W  3 ST,NULL,NULL,NULL,NULL,NULL,G00032808,NULL,1038,1038
999521.71124247,200763.00600406,16042,GRAHAM AVE,NULL,433,447,434,448,G00032811,NULL,303,304
1001964.53099593,193747.60189185,16043,ARION PL,NULL,1,35,2,36,G00032815,NULL,812,813
979639.37797572,166602.46507331,16044,77 ST,NULL,901,985,902,990,G00032817,NULL,1071,1071
996287.60386556,153398.50706527,16045,AVE Z,NULL,NULL,NULL,NULL,NULL,G00032818,NULL,1033,1033
1000961.66226676,166139.21632790,16046,AVE L,NULL,3601,3623,3602,3622,G00032829,NULL,1008,1008
1002243.39690802,165544.99999665,16047,FLATBUSH AVE,NULL,1995,2001,1996 ,2002,G00032830,NULL,1000,1001
1003253.27513760,172324.09060510,16048,FOSTER AVE,NULL,NULL,NULL,NULL,NULL,G00032832,NULL,995,995
989217.39801660,192406.05594218,16049,JOHNSON ST,NULL,185,197,184,196,G00032833,NULL,50,229
1004429.07806814,160329.56292097,16050,AVE U,NULL,NULL,NULL,NULL,NULL,G00032834,NULL,1001,1001
985290.29154263,179850.00714772,16051,24 ST,NULL,241,323,248,324,G00032835,NULL,124,126
993320.34913734,167254.99165539,16052,E  9 ST,NULL,915,981,914,982,G00032836,NULL,1030,1030
997356.68538880,207850.82811448,16053,OAKLAND ST,NULL,405,419,404,418,G00032837,NULL,361,362
997648.77207498,191016.59045757,16054,NOSTRAND AVE,NULL,227,241,260,274,G00032843,NULL,490,487
1009325.67080118,191646.72371173,16055,WEIRFIELD ST,NULL,235,295,NULL,NULL,G00032844,NULL,908,908
987516.18276013,170111.30319998,16056,48 ST,NULL,1401,1479,1402,1480,G00032845,NULL,1409,1409
989451.83833764,183112.35790648,16057,6 ST,NULL,411,459,418,474,G00032847,NULL,562,562
1009281.26160523,181210.96554785,16058,DUMONT AVE,NULL,251,275,254,268,G00032849,NULL,800,800
1014435.71455089,172426.41307107,16059,E  101 ST,NULL,1201,1279,1202,1280,G00032850,NULL,988,988
1024016.00369704,182614.62417142,16060,SAPPHIRE ST,NULL,NULL,NULL,NULL,NULL,G00032852,NULL,NULL,982
981287.13370252,164133.71508956,16061,13 AVE,NULL,8001,80023,8002,80024,G00032853,NULL,1078,1078
1016764.86835714,185741.86839548,16062,LIBERTY AVE,NULL,721,741,720,742,G00032854,NULL,776,777
982541.70841798,179537.71370765,16063,2 AVE,NULL,NULL,NULL,NULL,NULL,G00032862,NULL,130,130
992347.14242235,171115.66798914,16064,DITMAS AVE,NULL,703,729,704,728,G00032863,NULL,1023,1026
1003539.30622563,181296.02459689,16065,MONTGOMERY ST,NULL,NULL,NULL,NULL,NULL,G00032864,NULL,680,680
1005777.16264230,191895.08427144,16066,EVERGREEN AVE,NULL,353,367,398,416,G00032865,NULL,869,825
983184.41528831,177860.25855418,16067,35 ST,NULL,NULL,NULL,NULL,NULL,G00032866,NULL,133,133
1000093.54736914,157203.40611556,16068,AVE V,NULL,NULL,NULL,NULL,NULL,G00032867,NULL,1006,1004
982376.28424731,176177.18214431,16069,42 ST,NULL,401,477,402,478,G00032873,NULL,140,140
1005936.94414689,175620.24198522,16070,TILDEN AVE,NULL,NULL,NULL,NULL,NULL,G00032874,NULL,990,990
1023397.28373402,183065.31157669,16071,EMERALD ST,NULL,NULL,NULL,NULL,NULL,G00032876,NULL,982,982
984346.95681514,158849.94481723,16072,BENSON AVE,NULL,2001,2025,2002,2026,G00032881,NULL,1053,1053
980383.72359989,167887.30666372,16073,FORT HAMILTN PKWY,NULL,7101,7123,7102,7124,G00032885,NULL,1071,1087
1002137.39301897,182052.74716481,16074,CARROLL ST,NULL,1531,1577,1540,1612,G00032886,NULL,667,680
1004833.11925481,195416.05656018,16075,KNICKERBOCKER AVE,NULL,217,237,218,238,G00032887,NULL,845,845
975290.34467905,162594.22866723,16076,99 ST,CLARKE ST,401,461,400,462,G00032888,NULL,1080,1080
989849.89216751,195043.25563256,16077,WEST ST,NULL,NULL,NULL,NULL,NULL,G00032889,NULL,428,428
993829.74920122,165550.63974915,16078,E  10 ST,NULL,1113,1191,1146,1196,G00032890,NULL,1030,1030
1009261.71768106,189602.96631631,16079,EVERGREEN AVE,NULL,661,677,716,732,G00032891,NULL,913,904
1014751.17340160,176836.62570731,16080,MALTA ST,NULL,NULL,NULL,NULL,NULL,G00032895,NULL,986,986
985355.27664889,192443.08350352,16081,HICKS ST,NULL,0,0,0,0,G00032902,NULL,7,6
976784.11660257,162635.47770741,16082,FORT HILL PL,NULL,NULL,NULL,NULL,NULL,G00032905,NULL,1080,1080
993202.34264764,153346.28456473,16083,E  2 ST,NULL,NULL,NULL,NULL,NULL,G00032908,NULL,1037,1037
1001210.04616970,199240.36624939,16084,OLIVE ST,NULL,NULL,NULL,NULL,NULL,G00032909,NULL,415,414
988651.47511670,163868.38094361,16085,64 ST,NULL,2029,2037,2028,2082,G00032911,NULL,1058,1058
1000738.58708955,186390.40384381,16086,ALICE CT,NULL,1,19,2,20,G00032914,NULL,614,614
988280.25767555,188463.87410631,16087,WYCKOFF ST,NULL,197,249,196,258,G00032916,NULL,200,201
989075.19210930,183967.05435982,16088,FOURTH ST,NULL,319,377,308,366,G00032918,NULL,537,538
992601.93833664,184258.05312164,16089,WEST DR,NULL,NULL,NULL,NULL,NULL,G00032919,NULL,NULL,NULL
993949.06706840,156310.34361794,16090,AVE V,NULL,NULL,NULL,NULL,NULL,G00032922,NULL,1037,1037
1000102.96828205,186031.22313173,16091,PACIFIC ST,NULL,1435,1503,1394,1458,G00032924,NULL,625,626
980459.18260252,171879.14251206,16092,6 AVE,NULL,5901,5923,5902,5924,G00032925,NULL,158,158
990485.29739276,181841.51235106,16093,8 ST,NULL,499,571,480,550,G00032929,NULL,570,570
996268.75186914,196392.50621489,16094,MARCY AVE,NULL,235,253,250,266,G00032930,NULL,442,441
1005158.65191217,173759.61587046,16095,E  55 ST,NULL,NULL,NULL,NULL,NULL,G00032932,NULL,990,990
1002254.34652522,177941.72192232,16096,LENOX RD,NULL,663,685,664,686,G00032936,NULL,945,945
1000580.52785843,149944.70196502,16097,ORIENTAL ST,NULL,1301,1399,NULL,NULL,G00032940,NULL,1034,1034
995901.60201289,193077.97380198,16098,PARK AVE,NULL,465,483,454,472,G00032942,NULL,87,89
991683.92672122,158963.82746348,16099,LAKE ST,NULL,11,101,14,102,G00032945,NULL,1031,1031
1008840.52265731,181414.13279244,16100,BRISTOL ST,NULL,239,289,NULL,NULL,G00032946,NULL,801,801
992317.84933789,154005.57786556,16101,W  FIRST ST,NULL,NULL,NULL,NULL,NULL,G00032947,NULL,1037,1038
999438.17466414,164584.25405068,16102,NOSTRAND AVE,NULL,2665,2759,2666,2760,G00032948,NULL,1008,1008
985139.58318263,188912.19177923,16103,CLINTON ST,NULL,299,359,314,370,G00032953,NULL,64,63
1007728.06753314,189503.73095047,16104,WEIRFIELD ST,NULL,1,55,2,56,G00032955,NULL,895,901
995489.84758706,174237.00672677,16105,BEVERLEY RD,NULL,2001,2021,2002,2022,G00032960,NULL,1018,1018
997282.49689119,193427.43914670,16106,NOSTRAND AVE,NULL,57,79,66,88,G00012052,NULL,481,477
997717.18269930,193629.11049497,16107,NULL,ELLERY ST,1,81,2,86,NULL,NULL,480,481
997240.52830116,193698.73863599,16108,NOSTRAND AVE,NULL,39,55,42,66,G00012052,NULL,480,477
997674.86109760,193897.55319957,16109,NULL,HOPKINS ST,1,71,2,74,NULL,NULL,480,480
997199.74559226,193962.37098551,16110,NOSTRAND AVE,NULL,19,37,20,40,G00012052,NULL,480,477
980001.15136635,187325.51844339,16111,NULL,NULL,223,259,218,260,NULL,NULL,239,239
982968.93020768,187467.29735931,16112,HAMILTON AVE,NULL,NULL,NULL,146,150,G00021457,NULL,76,246
982724.26567076,187519.97081039,16113,NULL,NULL,1,19,2,18,NULL,NULL,246,246
982885.51584039,187558.06226964,16114,HAMILTON AVE,RAPELYE ST,NULL,NULL,52,60,G00008278,NULL,246,246
982843.09072839,187648.71809227,16115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,246,246
982912.68022908,187587.49482366,16116,HAMILTON AVE,NULL,113,139,NULL,NULL,G00021457,NULL,74,246
982861.68731192,187696.45848235,16117,HAMILTON AVE,NULL,0,0,144,144,G00021457,NULL,74,246
982606.90386481,187803.17890540,16118,HAMILTON AVE,RAPELYE ST,1,49,2,50,G00008278,NULL,246,246
982544.94811601,188658.95130802,16119,NULL,PRESIDENT ST,1,27,2,26,NULL,NULL,67,67
982544.94811601,188658.95130802,16120,NULL,NULL,2,26,1,NULL,NULL,NULL,67,67
982164.72709168,189136.50399464,16121,NULL,NULL,1,7,12,22,NULL,NULL,67,239
982217.15251176,188146.89065236,16122,IMLAY ST,NULL,7,43,12,58,G00005255,NULL,246,246
982478.93418472,188264.36250809,16123,SUMMIT ST,NULL,17,31,18,30,G00000466,NULL,246,246
982285.33298563,188887.22217694,16124,HAMILTON AVE,NULL,9,31,24,58,G00001783,NULL,67,239
982164.72709168,189136.50399464,16125,HAMILTON AVE,NULL,NULL,NULL,NULL,NULL,G00001783,NULL,67,239
982096.10321318,189278.34360597,16126,NULL,NULL,NULL,NULL,2,10,NULL,NULL,239,239
982505.70904345,189210.84988791,16127,NULL,SACKETT ST,1,61,2,62,NULL,NULL,66,67
982582.35125643,188214.97073273,16128,VAN BRUNT ST,NULL,0,0,0,0,G00023298,NULL,246,246
982596.79266456,188243.82648210,16129,VAN BRUNT ST,NULL,NULL,NULL,NULL,NULL,G00023298,NULL,74,246
982616.45830764,188297.49812673,16130,VAN BRUNT ST,NULL,145,149,0,0,G00029706,NULL,74,246
982441.24294285,188400.59634573,16131,IMLAY ST,NULL,1,5,2,10,G00005255,NULL,246,246
982544.66309866,188351.20935829,16132,NULL,HAMILTON AVE,45,61,82,100,NULL,NULL,67,246
982054.87872214,188294.46860523,16133,COMMERCIAL WHARF,NULL,NULL,NULL,NULL,NULL,G00022282,NULL,246,239
982307.31850597,188413.41111669,16134,SUMMIT ST,NULL,1,15,2,16,G00000466,NULL,246,246
982307.66742260,188577.06334843,16135,COMMERCIAL WHARF,NULL,NULL,NULL,NULL,NULL,G00022282,NULL,246,239
982441.59185947,188564.24857748,16136,NULL,HAMILTON AVE,33,43,62,80,NULL,NULL,67,246
982377.66531409,188696.37921873,16137,NULL,HAMILTON AVE,0,0,60,60,NULL,NULL,67,239
991418.64887252,192396.52388535,16138,NULL,CUMBERLAND ST,57,141,62,142,NULL,NULL,461,460
989700.51861455,192882.67432381,16139,NAVY ST,NULL,75,91,74,92,G00019134,NULL,224,49
982892.30906283,187184.94132215,16140,COLUMBIA ST,NULL,323,357,314,354,G00005346,NULL,252,246
983778.51028143,187099.90144055,16141,RAPELYE ST,NULL,113,131,112,124,G00007018,NULL,77,77
983563.02505571,187179.74027037,16142,RAPELYE ST,NULL,91,111,90,110,G00007018,NULL,77,77
983832.84006122,186023.20592336,16143,NELSON ST,NULL,87,119,88,118,G00006746,NULL,254,254
983494.71314461,186013.95083443,16144,HENRY ST,NULL,685,703,678,698,G00014404,NULL,254,251
983577.02364372,186118.71885569,16145,NELSON ST,NULL,85,85,84,86,G00006746,NULL,254,254
983552.72612014,186170.00024918,16146,HENRY ST,NULL,NULL,NULL,NULL,NULL,G00014404,NULL,254,251
983590.63418081,186155.84657015,16147,HAMILTON AVE,NULL,225,235,252,252,G00012453,NULL,254,254
983595.09595010,186285.57908627,16148,HENRY ST,NULL,671,683,670,676,G00014404,NULL,254,251
983880.81552301,186270.50710198,16149,LUQUER ST,NULL,73,123,74,120,G00013399,NULL,253,254
983515.42731022,186314.57525531,16150,HAMILTON AVE,NULL,215,223,230,250,G00012453,NULL,251,251
983544.18660309,186393.02637794,16151,LUQUER ST,NULL,61,71,68,72,G00013399,NULL,251,251
983666.83629218,186481.27620144,16152,HENRY ST,NULL,647,669,654,668,G00014404,NULL,253,251
983606.84018514,186636.35856844,16153,COLES ST,NULL,59,77,60,76,G00026966,NULL,77,251
983388.03845739,186583.43725039,16154,HAMILTON AVE,NULL,185,213,210,228,G00012453,NULL,251,251
983407.71099022,186709.52344835,16155,COLES ST,NULL,43,57,46,58,G00026966,NULL,77,251
983291.78077589,186752.11899964,16156,COLES ST,NULL,NULL,NULL,44,44,G00026966,NULL,77,251
983279.25898334,186778.54709639,16157,HICKS ST,NULL,NULL,NULL,NULL,NULL,G00002863,NULL,251,252
983299.03715901,186771.28005056,16158,HAMILTON AVE,NULL,179,183,206,208,G00012453,NULL,77,252
983036.93286039,186845.75644360,16159,COLES ST,NULL,1,41,2,42,G00026966,NULL,252,252
983591.24851684,186905.55012322,16160,NULL,MAN HASSET PL,NULL,NULL,NULL,NULL,NULL,NULL,77,77
983366.96582893,187010.14194161,16161,HICKS ST,NULL,655,695,640,NULL,G00002863,NULL,77,76
983151.17344555,187083.35554190,16162,HAMILTON AVE,NULL,147,177,154,204,G00012453,NULL,76,252
983829.90371539,185650.58741006,16163,HAMILTON AVE,NULL,263,277,282,306,G00012453,NULL,254,254
983866.20072285,185747.30670481,16164,HUNTINGTON ST,NULL,109,123,114,124,G00006624,NULL,254,254
983608.80622452,185838.73532773,16165,HUNTINGTON ST,NULL,85,107,88,112,G00006624,NULL,254,254
983691.27128268,185943.44591227,16166,HAMILTON AVE,NULL,237,261,254,280,G00012453,NULL,254,254
989400.69931188,190866.67452589,16167,UNIVERSITY PLZ,DEBEVOISE PL,23,69,20,38,G00018295,NULL,232,229
989370.42248997,191228.99127948,16168,UNIVERSITY PLZ,DEBEVOISE PL,1,21,2,18,G00018295,NULL,232,229
989900.80856830,190883.46752827,16169,NAVY ST,NULL,221,263,236,278,G00031455,NULL,232,232
989989.44733460,191167.77174968,16170,NULL,LAFAYETTE ST,53,71,58,76,NULL,NULL,233,232
990143.50354009,190892.73465807,16171,ASHLAND PL,RAYMOND ST,143,169,146,170,G00025046,NULL,466,232
990098.88970102,191271.97741397,16172,ASHLAND PL,RAYMOND ST,135,141,138,144,G00025046,NULL,466,233
989500.15795884,191112.23232664,16173,NULL,LAFAYETTE ST,13,31,16,34,NULL,NULL,232,232
989744.95897842,191140.01983668,16174,NULL,LAFAYETTE ST,33,51,36,56,NULL,NULL,231,232
989856.55996913,191264.20561193,16175,NAVY ST,NULL,205,219,216,228,G00031455,NULL,233,231
989966.00233556,191368.41127622,16176,WILLOUGHBY ST,NULL,209,229,196,206,G00028970,NULL,233,233
989606.45991159,191256.11228822,16177,NULL,HUDSON AVE,401,417,394,412,NULL,NULL,231,232
989718.06090230,191380.29806347,16178,WILLOUGHBY ST,NULL,187,207,176,192,G00028970,NULL,231,231
989488.24016772,191391.31608606,16179,WILLOUGHBY ST,NULL,173,185,160,174,G00028970,NULL,231,232
989583.61891397,191480.98060489,16180,NULL,HUDSON AVE,385,399,380,392,NULL,NULL,231,231
989833.77474568,191485.32295185,16181,NULL,NAVY ST,187,203,198,214,NULL,NULL,231,233
989699.48301952,191586.58652885,16182,NULL,BOLIVAR ST,1,17,2,22,NULL,NULL,230,231
989833.92003613,191485.90356621,16183,NULL,NAVY ST,NULL,NULL,NULL,NULL,NULL,NULL,233,231
989474.71378402,191537.89994644,16184,NULL,FLEET ST,1,19,2,34,NULL,NULL,231,231
989570.09253027,191627.56446527,16185,NULL,HUDSON AVE,379,383,0,0,NULL,NULL,230,231
989942.46809785,191607.94032472,16186,NULL,BOLIVAR ST,35,37,36,38,NULL,NULL,233,233
990074.54542556,191490.44761351,16187,ASHLAND PL,RAYMOND ST,115,133,120,136,G00027885,NULL,233,233
990246.85676073,191644.76062510,16188,NULL,BOLIVAR ST,59,65,56,58,NULL,NULL,233,233
990454.98298489,191512.46446581,16189,SAINT EDWARD'S ST,NULL,NULL,NULL,133,150,G00025544,NULL,466,233
990415.83444114,191793.30707998,16190,SAINT EDWARD'S ST,NULL,NULL,NULL,119,132,G00025544,NULL,466,233
990043.97954181,191775.98674060,16191,ASHLAND PL,RAYMOND ST,89,113,90,118,G00027885,NULL,233,233
985225.92831834,184872.15195906,16192,NINTH ST BRIDGE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
973442.24240414,167273.66451831,16193,NARROWS AVE,NULL,NULL,NULL,NULL,NULL,G00018002,NULL,1083,1083
973863.88854247,167314.92427831,16194,85 ST,NULL,35,99,36,100,G00011821,NULL,1083,1083
973569.10074622,167679.45931040,16195,NARROWS AVE,NULL,NULL,NULL,NULL,NULL,G00018002,NULL,1083,1083
985859.55615214,185712.32892043,16196,NULL,FIFTH ST,53,63,54,64,NULL,NULL,221,259
985277.53106947,185487.36447535,16197,NULL,7TH ST,205,235,206,236,NULL,NULL,259,259
989772.44153501,192158.84046964,16198,NULL,NAVY ST,125,159,132,172,NULL,NULL,224,230
989511.79917572,192174.24480235,16199,NULL,HUDSON AVE,317,351,322,354,NULL,NULL,230,230
989616.49105951,192381.78638202,16200,JOHNSON ST,NULL,213,233,210,230,G00012590,NULL,49,230
989401.53545268,192396.54996797,16201,JOHNSON ST,NULL,199,211,200,206,G00012590,NULL,49,230
989732.02183239,192561.34852289,16202,NAVY ST,NULL,93,123,94,130,G00028273,NULL,224,49
990005.04293989,192145.12215719,16203,NULL,RAYMOND ST,57,87,58,88,NULL,NULL,224,224
989866.00138727,192364.64944123,16204,JOHNSON ST,NULL,235,247,232,252,G00012590,NULL,224,224
989974.19621681,192440.83416418,16205,NULL,RAYMOND ST,41,51,42,56,NULL,NULL,224,224
989954.01564693,192634.29522739,16206,NULL,RAYMOND ST,19,39,24,40,NULL,NULL,222,224
989828.82117947,192746.77515335,16207,NULL,TILLARY ST,243,243,236,248,NULL,NULL,224,224
989929.05014568,192873.62512931,16208,NULL,RAYMOND ST,1,17,2,22,NULL,NULL,222,224
989800.74758076,193009.52429977,16209,PARK AVE,NULL,NULL,NULL,23,32,G00001154,NULL,222,224
990118.30124356,192315.57900131,16210,NULL,JOHNSON ST,249,261,254,262,NULL,NULL,224,224
990282.02171664,192364.89993285,16211,NULL,LEO PL,1,13,2,14,NULL,NULL,224,225
990332.52620880,192334.38211332,16212,SAINT EDWARD'S ST,NULL,65,97,64,96,G00003588,NULL,225,224
990304.86648722,192485.63837248,16213,SAINT EDWARD'S ST,NULL,NULL,NULL,NULL,NULL,G00003588,NULL,225,224
990132.36092672,192520.53659664,16214,NULL,SYCAMORE ST,1,35,2,36,NULL,NULL,222,224
990279.33208947,192625.27244360,16215,SAINT EDWARD'S ST,NULL,51,63,50,62,G00003588,NULL,225,222
990100.98680968,192739.03107435,16216,NULL,TILLARY ST,245,291,250,282,NULL,NULL,222,222
990577.50865848,192607.16896931,16217,N  ELLIOT PL,NULL,69,129,72,138,G00015275,NULL,223,225
990654.60856989,192966.07983285,16218,PARK AVE,NULL,65,83,66,84,G00025958,NULL,223,223
990389.72253815,192979.63958488,16219,PARK AVE,NULL,NULL,NULL,46,64,G00018912,NULL,222,225
990236.11793705,192861.58742373,16220,SAINT EDWARD'S ST,NULL,33,49,34,48,G00003588,NULL,225,222
990234.98621359,192987.53024927,16221,PARK AVE,NULL,NULL,NULL,NULL,NULL,G00018912,NULL,222,222
990064.18127305,192996.18147869,16222,PARK AVE,NULL,NULL,NULL,33,44,G00001154,NULL,222,222
990501.36707848,193296.12756515,16223,N  ELLIOT PL,NULL,1,67,2,68,G00020462,NULL,223,222
990583.62888902,193614.44123298,16224,FLUSHING AVE,NULL,NULL,NULL,18,30,G00007026,NULL,428,223
990249.73044264,193309.52484806,16225,NULL,ST EDWARD'S ST,1,32,NULL,NULL,NULL,NULL,222,222
990361.37531395,193626.02354656,16226,FLUSHING AVE,NULL,NULL,NULL,2,16,G00003282,NULL,428,222
989943.61770185,193649.86455452,16227,FLUSHING AVE,NULL,NULL,NULL,0,0,G00003282,NULL,428,222
989463.42984989,192579.89901073,16228,NULL,HUDSON AVE,284,315,283,320,NULL,NULL,49,49
989324.18997089,192589.50529072,16229,NULL,FLEET PL,1,34,2,37,NULL,NULL,50,49
985810.06691384,194450.10376769,16230,WILLOW ST,NULL,19,39,20,34,G00021107,NULL,2,2
985971.97439843,194525.53340685,16231,MIDDAGH ST,NULL,21,35,24,36,G00008623,NULL,1,2
985734.55837063,194611.47975727,16232,MIDDAGH ST,NULL,1,2,19,22,G00008623,NULL,1,2
985895.87973434,194687.52438864,16233,WILLOW ST,NULL,1,17,2,18,G00020535,NULL,1,1
986006.13197447,194781.73827501,16234,POPLAR ST,NULL,23,35,22,34,G00031326,NULL,1,1
989568.10713397,193672.36008040,16235,NASSAU ST,NULL,255,273,246,264,G00021008,NULL,47,48
985659.62760776,194773.60537046,16236,COLUMBIA HTS,NULL,43,59,44,76,G00004966,NULL,1,1
985821.11495606,194849.59017343,16237,POPLAR ST,NULL,1,21,2,20,G00031326,NULL,1,1
985724.65255056,194950.52025373,16238,COLUMBIA HTS,NULL,21,41,22,42,G00004966,NULL,1,1
985232.70832447,186097.23415456,16239,SMITH ST,NULL,NULL,NULL,NULL,NULL,G00010507,NULL,219,219
985495.01915155,185945.16277235,16240,FIFTH ST,NULL,1,51,2,52,G00028593,NULL,219,259
985280.36570947,186228.91204081,16241,SMITH ST,NULL,405,425,382,400,G00010507,NULL,219,219
986092.28272080,194814.81334010,16242,MCKENNY ST,NULL,17,23,16,22,G00004853,NULL,1,1
986131.66267763,194935.57279327,16243,MCKENNY ST,NULL,1,15,2,14,G00004853,NULL,1,1
985928.50582125,194940.42989717,16244,VINE ST,NULL,1,35,2,36,G00015097,NULL,1,1
984517.99502293,184169.04870647,16245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,248,248
984473.19032251,184189.22763593,16246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,248,248
984566.44620556,184283.81340477,16247,SMITH ST,NULL,555,577,534,544,G00007261,NULL,248,248
984441.15167268,184334.79410989,16248,NULL,NULL,365,379,376,396,NULL,NULL,248,248
984489.60285531,184449.55880819,16249,BUSH ST,NULL,241,255,240,254,G00024875,NULL,258,248
984269.41628781,184529.48663389,16250,BUSH ST,NULL,223,239,NULL,238,G00015673,NULL,258,248
984207.82011835,184662.34463589,16251,COURT ST,NULL,557,561,584,598,G00000758,NULL,258,257
984305.47773143,184627.43230414,16252,NULL,NULL,335,363,352,374,NULL,NULL,258,258
984250.78952059,184779.05273581,16253,COURT ST,NULL,NULL,NULL,NULL,NULL,G00000758,NULL,258,257
984232.13945947,184785.61735522,16254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,258,257
984239.04741810,184804.37978489,16255,NULL,CENTRE ST,NULL,NULL,NULL,NULL,NULL,NULL,256,257
984145.10370835,184973.34696664,16256,NULL,NULL,311,333,332,350,NULL,NULL,256,257
984206.96857806,185085.24913785,16257,GARNET ST,NULL,1,19,2,16,G00023332,NULL,256,256
985143.17897597,185851.03172702,16258,SMITH ST,NULL,NULL,NULL,416,420,G00014430,NULL,259,259
985413.06229447,185713.77199498,16259,NULL,SIXTH ST,1,51,2,52,NULL,NULL,259,259
985192.49974347,185986.63020910,16260,SMITH ST,NULL,425,441,402,414,G00014430,NULL,259,259
983657.04677764,184889.29152452,16261,NULL,CLINTON ST,609,625,614,628,NULL,NULL,257,257
983960.33865793,184907.99112622,16262,CENTRE ST,NULL,131,177,130,176,G00020483,NULL,257,257
983743.03446656,185119.50267827,16263,NULL,CLINTON ST,593,607,598,612,NULL,NULL,257,257
983927.79951698,185184.85851868,16264,MILL ST,NULL,127,149,130,152,G00014054,NULL,257,257
983996.57168914,185293.71902931,16265,NULL,HAMILTON AVE,283,309,310,330,NULL,NULL,256,257
983928.49357726,185615.56746698,16266,CLINTON ST,NULL,563,575,574,576,G00024273,NULL,256,254
983907.76494418,185485.26835094,16267,NULL,HAMILTON AVE,279,281,308,308,NULL,NULL,256,257
983462.73565051,183495.72262532,16268,NULL,HALLECK AVE,135,185,128,172,NULL,NULL,248,248
983610.13770584,183036.69772845,16269,COURT ST,NULL,657,675,706,724,G00029105,NULL,248,248
983828.14010342,183088.78577515,16270,NULL,PERCIVAL ST,NULL,NULL,NULL,NULL,NULL,NULL,248,248
983057.79420318,183241.72789052,16271,CLINTON ST,NULL,737,755,742,760,G00020732,NULL,248,248
983376.90248884,183256.40256590,16272,NULL,PERCIVAL ST,NULL,NULL,NULL,NULL,NULL,NULL,248,248
983698.23895247,183271.99767906,16273,COURT ST,NULL,641,655,686,704,G00029105,NULL,248,248
983141.39918689,183480.12751215,16274,CLINTON ST,NULL,717,735,722,740,G00020732,NULL,248,248
984511.83655744,192217.44616424,16275,FURMAN ST,NULL,290,334,291,313,G00022934,NULL,6,6
984897.39682318,192232.13280993,16276,GRACE CT,NULL,1,61,2,62,G00014423,NULL,6,6
984600.39380826,192465.13070352,16277,FURMAN ST,NULL,274,288,275,289,G00022934,NULL,6,6
984763.55801605,192525.42077323,16278,REMSEN ST,NULL,1,2,17,18,G00029489,NULL,6,6
984682.05745380,192692.74270341,16279,FURMAN ST,NULL,251,273,264,272,G00029274,NULL,6,6
984850.32785564,192765.23312169,16280,MONTAGUE ST,NULL,1,29,2,28,G00015175,NULL,6,6
983785.10967768,183509.87285948,16281,COURT ST,NULL,625,639,666,684,G00004293,NULL,248,248
984000.53280327,183562.54368589,16282,SIGOURNEY ST,NULL,165,191,168,194,G00007912,NULL,248,248
983226.86423905,183716.89820002,16283,CLINTON ST,NULL,697,715,702,720,G00030168,NULL,248,248
983549.23826622,183731.04843418,16284,NULL,SIGOURNEY ST,113,163,116,166,NULL,NULL,248,248
983870.00960631,183741.38486364,16285,COURT ST,NULL,609,623,646,664,G00005499,NULL,248,248
983310.40951160,183941.71763226,16286,CLINTON ST,NULL,677,695,682,700,G00030168,NULL,248,248
982887.01780589,184361.34622214,16287,HENRY ST,NULL,805,825,820,840,G00021833,NULL,248,248
